No.  X  Y  Z  Yaw  Pitch  Roll  Weld_En
41 -12.539 -19.865 54.53 0 0 1 1
41 -11.466 -20.281 54.53 0 0 1 1
41 -10.37 -20.643 54.53 0 0 1 1
41 -9.257 -20.949 54.53 0 0 1 1
41 -8.129 -21.199 54.53 0 0 1 1
41 -6.988 -21.391 54.53 0 0 1 1
41 -5.838 -21.525 54.53 0 0 1 1
41 -4.681 -21.601 54.53 0 0 1 1
41 -3.919 -21.614 54.53 0 0 1 1
41 -3.523 -21.618 54.53 0 0 1 1
41 -2.362 -21.576 54.53 0 0 1 1
41 -1.202 -21.475 54.53 0 0 1 1
41 -0.52 -21.383 54.53 0 0 1 1
41 -0.065 -21.355 54.53 0 0 1 1
41 0.288 -21.384 54.53 0 0 1 1
42 1.551 -21.853 55.86 0 0 1 1
42 2.722 -21.9 55.86 0 0 1 1
42 3.894 -21.886 55.86 0 0 1 1
42 5.064 -21.813 55.86 0 0 1 1
42 5.964 -21.712 55.86 0 0 1 1
42 6.226 -21.681 55.86 0 0 1 1
42 7.381 -21.489 55.86 0 0 1 1
42 8.524 -21.24 55.86 0 0 1 1
42 9.316 -21.025 55.86 0 0 1 1
42 9.649 -20.933 55.86 0 0 1 1
42 10.759 -20.57 55.86 0 0 1 1
42 11.847 -20.151 55.86 0 0 1 1
42 12.52 -19.853 55.86 0 0 1 1
42 12.909 -19.679 55.86 0 0 1 1
42 13.947 -19.154 55.86 0 0 1 1
42 14.954 -18.578 55.86 0 0 1 1
42 15.929 -17.952 55.86 0 0 1 1
42 16.87 -17.279 55.86 0 0 1 1
42 17.774 -16.56 55.86 0 0 1 1
42 18.639 -15.798 55.86 0 0 1 1
42 19.463 -14.993 55.86 0 0 1 1
42 20.243 -14.149 55.86 0 0 1 1
42 20.978 -13.267 55.86 0 0 1 1
42 21.665 -12.349 55.86 0 0 1 1
42 22.304 -11.4 55.86 0 0 1 1
42 22.893 -10.42 55.86 0 0 1 1
42 23.43 -9.414 55.86 0 0 1 1
42 23.914 -8.384 55.86 0 0 1 1
42 24.344 -7.333 55.86 0 0 1 1
42 24.718 -6.264 55.86 0 0 1 1
42 25.036 -5.179 55.86 0 0 1 1
42 25.298 -4.08 55.86 0 0 1 1
42 25.501 -2.969 55.86 0 0 1 1
42 25.647 -1.846 55.86 0 0 1 1
42 25.735 -0.713 55.86 0 0 1 1
42 25.763 0.428 55.86 0 0 1 1
42 25.735 1.568 55.86 0 0 1 1
42 25.647 2.701 55.86 0 0 1 1
42 25.502 3.823 55.86 0 0 1 1
42 25.298 4.935 55.86 0 0 1 1
42 25.036 6.034 55.86 0 0 1 1
42 24.718 7.118 55.86 0 0 1 1
42 24.344 8.187 55.86 0 0 1 1
42 23.914 9.238 55.86 0 0 1 1
42 23.431 10.268 55.86 0 0 1 1
42 22.894 11.274 55.86 0 0 1 1
42 22.305 12.253 55.86 0 0 1 1
42 21.667 13.203 55.86 0 0 1 1
42 20.979 14.12 55.86 0 0 1 1
42 20.244 15.002 55.86 0 0 1 1
42 19.465 15.846 55.86 0 0 1 1
42 18.641 16.651 55.86 0 0 1 1
42 17.777 17.414 55.86 0 0 1 1
42 16.873 18.133 55.86 0 0 1 1
42 15.932 18.805 55.86 0 0 1 1
42 14.957 19.431 55.86 0 0 1 1
42 13.95 20.007 55.86 0 0 1 1
42 12.913 20.532 55.86 0 0 1 1
42 11.85 21.005 55.86 0 0 1 1
42 10.763 21.423 55.86 0 0 1 1
42 9.655 21.787 55.86 0 0 1 1
42 8.528 22.094 55.86 0 0 1 1
42 7.385 22.344 55.86 0 0 1 1
42 7.099 22.393 55.86 0 0 1 1
42 6.233 22.535 55.86 0 0 1 1
42 5.069 22.668 55.86 0 0 1 1
42 3.9 22.741 55.86 0 0 1 1
42 2.728 22.755 55.86 0 0 1 1
42 1.557 22.709 55.86 0 0 1 1
42 -0.007 22.562 55.86 0 0 1 1
42 -0.455 22.581 55.86 0 0 1 1
42 -1.796 22.709 55.86 0 0 1 1
42 -2.967 22.755 55.86 0 0 1 1
42 -4.139 22.741 55.86 0 0 1 1
42 -5.308 22.668 55.86 0 0 1 1
42 -6.471 22.535 55.86 0 0 1 1
42 -7.625 22.343 55.86 0 0 1 1
42 -8.456 22.163 55.86 0 0 1 1
42 -8.765 22.094 55.86 0 0 1 1
42 -9.893 21.787 55.86 0 0 1 1
42 -11.001 21.424 55.86 0 0 1 1
42 -12.089 21.005 55.86 0 0 1 1
42 -13.152 20.532 55.86 0 0 1 1
42 -14.188 20.007 55.86 0 0 1 1
42 -15.196 19.431 55.86 0 0 1 1
42 -16.171 18.805 55.86 0 0 1 1
42 -17.111 18.132 55.86 0 0 1 1
42 -18.015 17.413 55.86 0 0 1 1
42 -18.88 16.651 55.86 0 0 1 1
42 -19.703 15.846 55.86 0 0 1 1
42 -20.483 15.002 55.86 0 0 1 1
42 -21.218 14.121 55.86 0 0 1 1
42 -21.905 13.204 55.86 0 0 1 1
42 -22.544 12.255 55.86 0 0 1 1
42 -23.132 11.275 55.86 0 0 1 1
42 -23.669 10.268 55.86 0 0 1 1
42 -24.153 9.238 55.86 0 0 1 1
42 -24.582 8.186 55.86 0 0 1 1
42 -24.957 7.116 55.86 0 0 1 1
42 -25.275 6.031 55.86 0 0 1 1
42 -25.536 4.932 55.86 0 0 1 1
42 -25.74 3.821 55.86 0 0 1 1
42 -25.886 2.699 55.86 0 0 1 1
42 -25.974 1.568 55.86 0 0 1 1
42 -26.002 0.428 55.86 0 0 1 1
42 -25.974 -0.713 55.86 0 0 1 1
42 -25.886 -1.845 55.86 0 0 1 1
42 -25.74 -2.967 55.86 0 0 1 1
42 -25.536 -4.077 55.86 0 0 1 1
42 -25.275 -5.176 55.86 0 0 1 1
42 -24.956 -6.262 55.86 0 0 1 1
42 -24.582 -7.332 55.86 0 0 1 1
42 -24.152 -8.384 55.86 0 0 1 1
42 -23.668 -9.415 55.86 0 0 1 1
42 -23.131 -10.422 55.86 0 0 1 1
42 -22.543 -11.401 55.86 0 0 1 1
42 -21.904 -12.351 55.86 0 0 1 1
42 -21.216 -13.268 55.86 0 0 1 1
42 -20.481 -14.149 55.86 0 0 1 1
42 -19.701 -14.993 55.86 0 0 1 1
42 -18.878 -15.797 55.86 0 0 1 1
42 -18.013 -16.56 55.86 0 0 1 1
42 -17.109 -17.279 55.86 0 0 1 1
42 -16.168 -17.952 55.86 0 0 1 1
42 -15.192 -18.578 55.86 0 0 1 1
42 -14.185 -19.154 55.86 0 0 1 1
42 -13.148 -19.679 55.86 0 0 1 1
42 -12.085 -20.151 55.86 0 0 1 1
42 -10.997 -20.57 55.86 0 0 1 1
42 -9.889 -20.933 55.86 0 0 1 1
42 -8.762 -21.24 55.86 0 0 1 1
42 -7.62 -21.489 55.86 0 0 1 1
42 -6.465 -21.681 55.86 0 0 1 1
42 -5.302 -21.813 55.86 0 0 1 1
42 -4.133 -21.886 55.86 0 0 1 1
42 -2.961 -21.9 55.86 0 0 1 1
42 -1.79 -21.853 55.86 0 0 1 1
42 -0.455 -21.726 55.86 0 0 1 1
42 -0.007 -21.707 55.86 0 0 1 1
43 0.956 -22.139 57.19 0 0 1 1
43 2.146 -22.191 57.19 0 0 1 1
43 2.504 -22.19 57.19 0 0 1 1
43 3.33 -22.181 57.19 0 0 1 1
43 4.515 -22.111 57.19 0 0 1 1
43 5.693 -21.98 57.19 0 0 1 1
43 6.862 -21.789 57.19 0 0 1 1
43 8.02 -21.54 57.19 0 0 1 1
43 9.159 -21.232 57.19 0 0 1 1
43 10.47 -20.796 57.19 0 0 1 1
43 11.387 -20.444 57.19 0 0 1 1
43 12.465 -19.967 57.19 0 0 1 1
43 13.517 -19.437 57.19 0 0 1 1
43 14.538 -18.855 57.19 0 0 1 1
43 15.527 -18.222 57.19 0 0 1 1
43 16.481 -17.541 57.19 0 0 1 1
43 17.398 -16.813 57.19 0 0 1 1
43 18.284 -16.032 57.19 0 0 1 1
43 19.111 -15.225 57.19 0 0 1 1
43 19.902 -14.369 57.19 0 0 1 1
43 20.648 -13.476 57.19 0 0 1 1
43 21.346 -12.546 57.19 0 0 1 1
43 21.995 -11.584 57.19 0 0 1 1
43 22.593 -10.59 57.19 0 0 1 1
43 23.138 -9.569 57.19 0 0 1 1
43 23.629 -8.523 57.19 0 0 1 1
43 24.066 -7.456 57.19 0 0 1 1
43 24.446 -6.37 57.19 0 0 1 1
43 24.77 -5.267 57.19 0 0 1 1
43 25.035 -4.149 57.19 0 0 1 1
43 25.242 -3.019 57.19 0 0 1 1
43 25.391 -1.878 57.19 0 0 1 1
43 25.48 -0.729 57.19 0 0 1 1
43 25.508 0.428 57.19 0 0 1 1
43 25.48 1.584 57.19 0 0 1 1
43 25.391 2.733 57.19 0 0 1 1
43 25.242 3.874 57.19 0 0 1 1
43 25.035 5.003 57.19 0 0 1 1
43 24.77 6.121 57.19 0 0 1 1
43 24.447 7.223 57.19 0 0 1 1
43 24.066 8.31 57.19 0 0 1 1
43 23.63 9.377 57.19 0 0 1 1
43 23.139 10.423 57.19 0 0 1 1
43 22.594 11.444 57.19 0 0 1 1
43 21.996 12.437 57.19 0 0 1 1
43 21.348 13.399 57.19 0 0 1 1
43 20.65 14.329 57.19 0 0 1 1
43 19.904 15.222 57.19 0 0 1 1
43 19.107 16.084 57.19 0 0 1 1
43 18.278 16.893 57.19 0 0 1 1
43 17.401 17.666 57.19 0 0 1 1
43 16.484 18.394 57.19 0 0 1 1
43 15.53 19.075 57.19 0 0 1 1
43 14.541 19.708 57.19 0 0 1 1
43 13.52 20.291 57.19 0 0 1 1
43 12.469 20.821 57.19 0 0 1 1
43 11.39 21.298 57.19 0 0 1 1
43 10.288 21.72 57.19 0 0 1 1
43 9.165 22.086 57.19 0 0 1 1
43 8.022 22.394 57.19 0 0 1 1
43 7.121 22.591 57.19 0 0 1 1
43 6.868 22.644 57.19 0 0 1 1
43 5.697 22.835 57.19 0 0 1 1
43 4.518 22.965 57.19 0 0 1 1
43 3.334 23.036 57.19 0 0 1 1
43 2.147 23.046 57.19 0 0 1 1
43 0.958 22.994 57.19 0 0 1 1
43 0.045 22.913 57.19 0 0 1 1
43 -0.4 22.922 57.19 0 0 1 1
43 -1.197 22.994 57.19 0 0 1 1
43 -2.386 23.046 57.19 0 0 1 1
43 -3.573 23.036 57.19 0 0 1 1
43 -4.757 22.965 57.19 0 0 1 1
43 -5.935 22.835 57.19 0 0 1 1
43 -7.106 22.644 57.19 0 0 1 1
43 -7.36 22.59 57.19 0 0 1 1
43 -8.261 22.394 57.19 0 0 1 1
43 -9.403 22.086 57.19 0 0 1 1
43 -10.527 21.72 57.19 0 0 1 1
43 -11.629 21.298 57.19 0 0 1 1
43 -12.707 20.821 57.19 0 0 1 1
43 -13.758 20.291 57.19 0 0 1 1
43 -14.779 19.708 57.19 0 0 1 1
43 -15.768 19.075 57.19 0 0 1 1
43 -16.722 18.393 57.19 0 0 1 1
43 -17.639 17.665 57.19 0 0 1 1
43 -18.525 16.884 57.19 0 0 1 1
43 -19.351 16.078 57.19 0 0 1 1
43 -20.143 15.223 57.19 0 0 1 1
43 -20.888 14.329 57.19 0 0 1 1
43 -21.586 13.4 57.19 0 0 1 1
43 -22.235 12.438 57.19 0 0 1 1
43 -22.832 11.444 57.19 0 0 1 1
43 -23.377 10.423 57.19 0 0 1 1
43 -23.868 9.377 57.19 0 0 1 1
43 -24.305 8.309 57.19 0 0 1 1
43 -24.685 7.222 57.19 0 0 1 1
43 -25.008 6.119 57.19 0 0 1 1
43 -25.274 5.002 57.19 0 0 1 1
43 -25.481 3.872 57.19 0 0 1 1
43 -25.629 2.732 57.19 0 0 1 1
43 -25.718 1.584 57.19 0 0 1 1
43 -25.746 0.428 57.19 0 0 1 1
43 -25.718 -0.729 57.19 0 0 1 1
43 -25.629 -1.878 57.19 0 0 1 1
43 -25.481 -3.018 57.19 0 0 1 1
43 -25.274 -4.147 57.19 0 0 1 1
43 -25.008 -5.264 57.19 0 0 1 1
43 -24.685 -6.368 57.19 0 0 1 1
43 -24.304 -7.455 57.19 0 0 1 1
43 -23.868 -8.523 57.19 0 0 1 1
43 -23.376 -9.569 57.19 0 0 1 1
43 -22.831 -10.591 57.19 0 0 1 1
43 -22.233 -11.584 57.19 0 0 1 1
43 -21.585 -12.547 57.19 0 0 1 1
43 -20.887 -13.476 57.19 0 0 1 1
43 -20.141 -14.37 57.19 0 0 1 1
43 -19.344 -15.23 57.19 0 0 1 1
43 -18.514 -16.039 57.19 0 0 1 1
43 -17.637 -16.812 57.19 0 0 1 1
43 -16.72 -17.54 57.19 0 0 1 1
43 -15.766 -18.222 57.19 0 0 1 1
43 -14.776 -18.855 57.19 0 0 1 1
43 -13.755 -19.437 57.19 0 0 1 1
43 -12.704 -19.968 57.19 0 0 1 1
43 -11.626 -20.444 57.19 0 0 1 1
43 -10.524 -20.866 57.19 0 0 1 1
43 -9.4 -21.232 57.19 0 0 1 1
43 -8.258 -21.54 57.19 0 0 1 1
43 -7.357 -21.736 57.19 0 0 1 1
43 -7.103 -21.789 57.19 0 0 1 1
43 -5.932 -21.98 57.19 0 0 1 1
43 -4.754 -22.111 57.19 0 0 1 1
43 -3.569 -22.181 57.19 0 0 1 1
43 -2.383 -22.19 57.19 0 0 1 1
43 -1.195 -22.139 57.19 0 0 1 1
43 -0.4 -22.067 57.19 0 0 1 1
43 0.045 -22.058 57.19 0 0 1 1
44 1.559 -22.487 58.52 0 0 1 1
44 2.758 -22.482 58.52 0 0 1 1
44 3.956 -22.416 58.52 0 0 1 1
44 5.149 -22.289 58.52 0 0 1 1
44 6.334 -22.101 58.52 0 0 1 1
44 7.176 -21.924 58.52 0 0 1 1
44 7.504 -21.853 58.52 0 0 1 1
44 8.663 -21.545 58.52 0 0 1 1
44 9.802 -21.178 58.52 0 0 1 1
44 10.92 -20.755 58.52 0 0 1 1
44 12.013 -20.275 58.52 0 0 1 1
44 13.08 -19.74 58.52 0 0 1 1
44 14.117 -19.152 58.52 0 0 1 1
44 14.721 -18.769 58.52 0 0 1 1
44 15.12 -18.514 58.52 0 0 1 1
44 16.09 -17.825 58.52 0 0 1 1
44 17.021 -17.088 58.52 0 0 1 1
44 17.913 -16.306 58.52 0 0 1 1
44 18.761 -15.48 58.52 0 0 1 1
44 19.566 -14.612 58.52 0 0 1 1
44 20.324 -13.706 58.52 0 0 1 1
44 21.034 -12.762 58.52 0 0 1 1
44 21.694 -11.785 58.52 0 0 1 1
44 22.301 -10.776 58.52 0 0 1 1
44 22.856 -9.738 58.52 0 0 1 1
44 23.356 -8.675 58.52 0 0 1 1
44 23.8 -7.59 58.52 0 0 1 1
44 24.187 -6.485 58.52 0 0 1 1
44 24.516 -5.362 58.52 0 0 1 1
44 24.786 -4.225 58.52 0 0 1 1
44 24.997 -3.075 58.52 0 0 1 1
44 25.148 -1.915 58.52 0 0 1 1
44 25.238 -0.746 58.52 0 0 1 1
44 25.269 0.428 58.52 0 0 1 1
44 25.238 1.601 58.52 0 0 1 1
44 25.148 2.77 58.52 0 0 1 1
44 24.997 3.93 58.52 0 0 1 1
44 24.786 5.08 58.52 0 0 1 1
44 24.516 6.217 58.52 0 0 1 1
44 24.187 7.339 58.52 0 0 1 1
44 23.8 8.445 58.52 0 0 1 1
44 23.356 9.53 58.52 0 0 1 1
44 22.856 10.593 58.52 0 0 1 1
44 22.302 11.63 58.52 0 0 1 1
44 21.694 12.639 58.52 0 0 1 1
44 21.034 13.617 58.52 0 0 1 1
44 20.325 14.56 58.52 0 0 1 1
44 19.567 15.467 58.52 0 0 1 1
44 18.762 16.335 58.52 0 0 1 1
44 17.913 17.161 58.52 0 0 1 1
44 17.021 17.943 58.52 0 0 1 1
44 16.09 18.68 58.52 0 0 1 1
44 15.121 19.369 58.52 0 0 1 1
44 14.117 20.008 58.52 0 0 1 1
44 13.08 20.595 58.52 0 0 1 1
44 12.013 21.13 58.52 0 0 1 1
44 10.919 21.61 58.52 0 0 1 1
44 9.802 22.033 58.52 0 0 1 1
44 8.662 22.4 58.52 0 0 1 1
44 7.503 22.708 58.52 0 0 1 1
44 7.175 22.78 58.52 0 0 1 1
44 6.333 22.956 58.52 0 0 1 1
44 5.148 23.144 58.52 0 0 1 1
44 3.955 23.271 58.52 0 0 1 1
44 2.757 23.337 58.52 0 0 1 1
44 1.557 23.342 58.52 0 0 1 1
44 0.088 23.262 58.52 0 0 1 1
44 -0.337 23.262 58.52 0 0 1 1
44 -1.797 23.342 58.52 0 0 1 1
44 -2.726 23.34 58.52 0 0 1 1
44 -4.196 23.271 58.52 0 0 1 1
44 -5.387 23.144 58.52 0 0 1 1
44 -6.572 22.956 58.52 0 0 1 1
44 -7.413 22.78 58.52 0 0 1 1
44 -7.742 22.708 58.52 0 0 1 1
44 -8.901 22.4 58.52 0 0 1 1
44 -10.04 22.034 58.52 0 0 1 1
44 -11.158 21.61 58.52 0 0 1 1
44 -12.251 21.13 58.52 0 0 1 1
44 -13.318 20.595 58.52 0 0 1 1
44 -14.355 20.008 58.52 0 0 1 1
44 -15.359 19.368 58.52 0 0 1 1
44 -16.329 18.679 58.52 0 0 1 1
44 -17.26 17.943 58.52 0 0 1 1
44 -18.151 17.161 58.52 0 0 1 1
44 -19.0 16.335 58.52 0 0 1 1
44 -19.805 15.467 58.52 0 0 1 1
44 -20.563 14.561 58.52 0 0 1 1
44 -21.273 13.618 58.52 0 0 1 1
44 -21.933 12.64 58.52 0 0 1 1
44 -22.54 11.631 58.52 0 0 1 1
44 -23.095 10.593 58.52 0 0 1 1
44 -23.594 9.53 58.52 0 0 1 1
44 -24.038 8.444 58.52 0 0 1 1
44 -24.425 7.338 58.52 0 0 1 1
44 -24.754 6.215 58.52 0 0 1 1
44 -25.024 5.078 58.52 0 0 1 1
44 -25.235 3.929 58.52 0 0 1 1
44 -25.386 2.769 58.52 0 0 1 1
44 -25.477 1.601 58.52 0 0 1 1
44 -25.507 0.428 58.52 0 0 1 1
44 -25.477 -0.746 58.52 0 0 1 1
44 -25.386 -1.914 58.52 0 0 1 1
44 -25.235 -3.074 58.52 0 0 1 1
44 -25.024 -4.223 58.52 0 0 1 1
44 -24.754 -5.361 58.52 0 0 1 1
44 -24.425 -6.483 58.52 0 0 1 1
44 -24.038 -7.589 58.52 0 0 1 1
44 -23.594 -8.675 58.52 0 0 1 1
44 -23.094 -9.739 58.52 0 0 1 1
44 -22.54 -10.776 58.52 0 0 1 1
44 -21.932 -11.786 58.52 0 0 1 1
44 -21.273 -12.763 58.52 0 0 1 1
44 -20.563 -13.706 58.52 0 0 1 1
44 -19.805 -14.613 58.52 0 0 1 1
44 -19.0 -15.48 58.52 0 0 1 1
44 -18.151 -16.306 58.52 0 0 1 1
44 -17.26 -17.088 58.52 0 0 1 1
44 -16.328 -17.824 58.52 0 0 1 1
44 -15.359 -18.513 58.52 0 0 1 1
44 -14.355 -19.153 58.52 0 0 1 1
44 -13.318 -19.74 58.52 0 0 1 1
44 -12.252 -20.275 58.52 0 0 1 1
44 -11.158 -20.755 58.52 0 0 1 1
44 -10.039 -21.179 58.52 0 0 1 1
44 -9.682 -21.295 58.52 0 0 1 1
44 -8.902 -21.544 58.52 0 0 1 1
44 -7.744 -21.852 58.52 0 0 1 1
44 -6.572 -22.101 58.52 0 0 1 1
44 -5.388 -22.289 58.52 0 0 1 1
44 -4.197 -22.416 58.52 0 0 1 1
44 -2.727 -22.485 58.52 0 0 1 1
44 -1.798 -22.487 58.52 0 0 1 1
44 -0.337 -22.407 58.52 0 0 1 1
44 0.098 -22.407 58.52 0 0 1 1
45 0.946 -22.79 59.85 0 0 1 1
45 2.164 -22.792 59.85 0 0 1 1
45 3.379 -22.731 59.85 0 0 1 1
45 4.589 -22.607 59.85 0 0 1 1
45 5.79 -22.422 59.85 0 0 1 1
45 6.979 -22.175 59.85 0 0 1 1
45 8.153 -21.867 59.85 0 0 1 1
45 9.308 -21.5 59.85 0 0 1 1
45 10.625 -20.997 59.85 0 0 1 1
45 11.554 -20.591 59.85 0 0 1 1
45 12.638 -20.051 59.85 0 0 1 1
45 13.691 -19.458 59.85 0 0 1 1
45 14.711 -18.812 59.85 0 0 1 1
45 15.696 -18.115 59.85 0 0 1 1
45 16.643 -17.369 59.85 0 0 1 1
45 17.549 -16.576 59.85 0 0 1 1
45 18.412 -15.739 59.85 0 0 1 1
45 19.23 -14.859 59.85 0 0 1 1
45 20.001 -13.939 59.85 0 0 1 1
45 20.723 -12.982 59.85 0 0 1 1
45 21.404 -11.972 59.85 0 0 1 1
45 22.016 -10.957 59.85 0 0 1 1
45 22.576 -9.911 59.85 0 0 1 1
45 23.085 -8.83 59.85 0 0 1 1
45 23.537 -7.727 59.85 0 0 1 1
45 23.931 -6.602 59.85 0 0 1 1
45 24.266 -5.46 59.85 0 0 1 1
45 24.541 -4.303 59.85 0 0 1 1
45 24.756 -3.132 59.85 0 0 1 1
45 24.909 -1.952 59.85 0 0 1 1
45 25.002 -0.765 59.85 0 0 1 1
45 25.033 0.428 59.85 0 0 1 1
45 25.002 1.62 59.85 0 0 1 1
45 24.909 2.808 59.85 0 0 1 1
45 24.755 3.988 59.85 0 0 1 1
45 24.541 5.158 59.85 0 0 1 1
45 24.266 6.316 59.85 0 0 1 1
45 23.93 7.458 59.85 0 0 1 1
45 23.53 8.598 59.85 0 0 1 1
45 23.081 9.695 59.85 0 0 1 1
45 22.575 10.767 59.85 0 0 1 1
45 22.012 11.821 59.85 0 0 1 1
45 21.393 12.845 59.85 0 0 1 1
45 20.722 13.838 59.85 0 0 1 1
45 20.0 14.795 59.85 0 0 1 1
45 19.229 15.715 59.85 0 0 1 1
45 18.411 16.595 59.85 0 0 1 1
45 17.547 17.432 59.85 0 0 1 1
45 16.641 18.225 59.85 0 0 1 1
45 15.694 18.971 59.85 0 0 1 1
45 14.71 19.668 59.85 0 0 1 1
45 13.689 20.314 59.85 0 0 1 1
45 12.636 20.908 59.85 0 0 1 1
45 11.553 21.447 59.85 0 0 1 1
45 10.442 21.93 59.85 0 0 1 1
45 9.307 22.356 59.85 0 0 1 1
45 8.151 22.723 59.85 0 0 1 1
45 6.977 23.03 59.85 0 0 1 1
45 5.788 23.277 59.85 0 0 1 1
45 4.586 23.463 59.85 0 0 1 1
45 3.377 23.586 59.85 0 0 1 1
45 2.162 23.647 59.85 0 0 1 1
45 0.943 23.646 59.85 0 0 1 1
45 0.051 23.602 59.85 0 0 1 1
45 -0.29 23.602 59.85 0 0 1 1
45 -1.181 23.646 59.85 0 0 1 1
45 -2.4 23.647 59.85 0 0 1 1
45 -3.615 23.586 59.85 0 0 1 1
45 -4.823 23.463 59.85 0 0 1 1
45 -6.286 23.226 59.85 0 0 1 1
45 -7.215 23.031 59.85 0 0 1 1
45 -8.39 22.723 59.85 0 0 1 1
45 -9.546 22.356 59.85 0 0 1 1
45 -10.679 21.93 59.85 0 0 1 1
45 -11.953 21.367 59.85 0 0 1 1
45 -12.874 20.908 59.85 0 0 1 1
45 -13.928 20.314 59.85 0 0 1 1
45 -14.948 19.668 59.85 0 0 1 1
45 -15.933 18.971 59.85 0 0 1 1
45 -16.88 18.225 59.85 0 0 1 1
45 -17.786 17.432 59.85 0 0 1 1
45 -18.649 16.595 59.85 0 0 1 1
45 -19.468 15.715 59.85 0 0 1 1
45 -20.239 14.795 59.85 0 0 1 1
45 -20.96 13.838 59.85 0 0 1 1
45 -21.642 12.829 59.85 0 0 1 1
45 -22.254 11.813 59.85 0 0 1 1
45 -22.814 10.767 59.85 0 0 1 1
45 -23.323 9.686 59.85 0 0 1 1
45 -23.775 8.582 59.85 0 0 1 1
45 -24.169 7.457 59.85 0 0 1 1
45 -24.504 6.315 59.85 0 0 1 1
45 -24.779 5.157 59.85 0 0 1 1
45 -24.994 3.987 59.85 0 0 1 1
45 -25.148 2.807 59.85 0 0 1 1
45 -25.24 1.62 59.85 0 0 1 1
45 -25.271 0.428 59.85 0 0 1 1
45 -25.24 -0.765 59.85 0 0 1 1
45 -25.148 -1.952 59.85 0 0 1 1
45 -24.994 -3.132 59.85 0 0 1 1
45 -24.779 -4.302 59.85 0 0 1 1
45 -24.504 -5.459 59.85 0 0 1 1
45 -24.169 -6.601 59.85 0 0 1 1
45 -23.769 -7.741 59.85 0 0 1 1
45 -23.319 -8.838 59.85 0 0 1 1
45 -22.815 -9.911 59.85 0 0 1 1
45 -22.251 -10.965 59.85 0 0 1 1
45 -21.632 -11.989 59.85 0 0 1 1
45 -20.961 -12.982 59.85 0 0 1 1
45 -20.239 -13.939 59.85 0 0 1 1
45 -19.469 -14.859 59.85 0 0 1 1
45 -18.65 -15.739 59.85 0 0 1 1
45 -17.787 -16.576 59.85 0 0 1 1
45 -16.881 -17.369 59.85 0 0 1 1
45 -15.935 -18.114 59.85 0 0 1 1
45 -14.95 -18.812 59.85 0 0 1 1
45 -13.929 -19.458 59.85 0 0 1 1
45 -13.019 -19.972 59.85 0 0 1 1
45 -11.792 -20.591 59.85 0 0 1 1
45 -10.683 -21.074 59.85 0 0 1 1
45 -9.548 -21.5 59.85 0 0 1 1
45 -8.392 -21.867 59.85 0 0 1 1
45 -7.218 -22.175 59.85 0 0 1 1
45 -6.029 -22.422 59.85 0 0 1 1
45 -4.827 -22.607 59.85 0 0 1 1
45 -3.618 -22.731 59.85 0 0 1 1
45 -2.403 -22.792 59.85 0 0 1 1
45 -1.184 -22.79 59.85 0 0 1 1
45 -0.29 -22.747 59.85 0 0 1 1
45 0.051 -22.747 59.85 0 0 1 1
46 0.315 -23.1 61.18 0 0 1 1
46 1.553 -23.11 61.18 0 0 1 1
46 2.784 -23.055 61.18 0 0 1 1
46 4.01 -22.937 61.18 0 0 1 1
46 5.229 -22.755 61.18 0 0 1 1
46 6.085 -22.585 61.18 0 0 1 1
46 6.432 -22.512 61.18 0 0 1 1
46 7.626 -22.206 61.18 0 0 1 1
46 8.8 -21.839 61.18 0 0 1 1
46 9.953 -21.412 61.18 0 0 1 1
46 11.081 -20.927 61.18 0 0 1 1
46 12.182 -20.385 61.18 0 0 1 1
46 13.253 -19.787 61.18 0 0 1 1
46 14.291 -19.134 61.18 0 0 1 1
46 15.293 -18.43 61.18 0 0 1 1
46 16.257 -17.676 61.18 0 0 1 1
46 17.181 -16.873 61.18 0 0 1 1
46 17.714 -16.359 61.18 0 0 1 1
46 18.059 -16.025 61.18 0 0 1 1
46 18.893 -15.132 61.18 0 0 1 1
46 19.68 -14.198 61.18 0 0 1 1
46 20.416 -13.226 61.18 0 0 1 1
46 21.1 -12.218 61.18 0 0 1 1
46 21.731 -11.176 61.18 0 0 1 1
46 22.307 -10.104 61.18 0 0 1 1
46 22.826 -9.005 61.18 0 0 1 1
46 23.287 -7.881 61.18 0 0 1 1
46 23.689 -6.735 61.18 0 0 1 1
46 24.031 -5.571 61.18 0 0 1 1
46 24.312 -4.391 61.18 0 0 1 1
46 24.531 -3.199 61.18 0 0 1 1
46 24.688 -1.996 61.18 0 0 1 1
46 24.783 -0.787 61.18 0 0 1 1
46 24.811 0.428 61.18 0 0 1 1
46 24.783 1.642 61.18 0 0 1 1
46 24.688 2.851 61.18 0 0 1 1
46 24.531 4.054 61.18 0 0 1 1
46 24.312 5.247 61.18 0 0 1 1
46 24.031 6.427 61.18 0 0 1 1
46 23.689 7.591 61.18 0 0 1 1
46 23.287 8.736 61.18 0 0 1 1
46 22.826 9.86 61.18 0 0 1 1
46 22.306 10.96 61.18 0 0 1 1
46 21.731 12.032 61.18 0 0 1 1
46 21.1 13.073 61.18 0 0 1 1
46 20.415 14.082 61.18 0 0 1 1
46 19.679 15.054 61.18 0 0 1 1
46 18.893 15.988 61.18 0 0 1 1
46 18.059 16.88 61.18 0 0 1 1
46 17.179 17.729 61.18 0 0 1 1
